edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_anual,impacto_economico
25,No,Travel_Rarely,Sales,28,Secundaria,Life Sciences,Baja,Media,2,Sales Executive,Media,Married,8639,2,No,18,Alta,Muy_Alta,0,6,3,2,2,2,103668,21770.28
30,No,Travel_Rarely,Human Resources,9,Universitaria,Human Resources,Alta,Alta,2,Human Resources,Alta,Married,6347,0,Yes,19,Alta,Muy_Alta,0,12,2,11,4,7,76164,15994.439999999999
32,Yes,Travel_Rarely,Research & Development,9,Universitaria,Medical,Baja,Alta,1,Laboratory Technician,Alta,Single,4200,7,No,22,Muy_Alta,Baja,0,10,2,5,0,4,50400,10281.599999999999
45,No,Travel_Rarely,Research & Development,29,Universitaria,Medical,Alta,Alta,1,Research Scientist,Alta,Single,3452,5,No,13,Alta,Media,0,9,2,6,0,3,41424,8160.528
38,No,Travel_Rarely,Research & Development,3,Universitaria,Technical Degree,Muy_Alta,Alta,2,Research Scientist,Alta,Single,4317,3,Yes,20,Muy_Alta,Media,0,19,2,3,2,2,51804,10568.016
30,No,Travel_Rarely,Research & Development,18,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Single,2632,1,No,14,Alta,Alta,0,5,4,5,0,4,31584,6222.048000000001
32,No,Travel_Frequently,Sales,9,Primaria,Medical,Muy_Alta,Baja,2,Sales Executive,Baja,Divorced,4668,0,No,17,Alta,Muy_Alta,3,9,2,8,0,7,56016,11427.264
30,No,Travel_Rarely,Research & Development,5,Universitaria,Technical Degree,Muy_Alta,Alta,1,Research Scientist,Alta,Divorced,3204,5,No,14,Alta,Muy_Alta,1,8,3,3,2,2,38448,7574.256
30,No,Travel_Rarely,Research & Development,2,Secundaria,Medical,Media,Media,1,Laboratory Technician,Media,Single,2720,0,No,13,Alta,Muy_Alta,0,6,3,5,1,2,32640,6430.08
41,No,Travel_Frequently,Research & Development,10,Secundaria,Life Sciences,Muy_Alta,Media,4,Manager,Media,Divorced,17181,4,No,13,Alta,Media,1,21,2,7,7,7,206172,43296.119999999995
41,No,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,Alta,Alta,1,Laboratory Technician,Alta,Married,2238,2,No,21,Muy_Alta,Muy_Alta,1,7,2,5,1,4,26856,4323.816
19,No,Travel_Rarely,Research & Development,3,Universitaria,Medical,Media,Alta,1,Laboratory Technician,Alta,Single,1483,1,No,14,Alta,Muy_Alta,0,1,3,1,0,0,17796,2865.156
40,No,Travel_Frequently,Research & Development,26,Universitaria,Medical,Media,Alta,2,Research Scientist,Alta,Divorced,5605,1,No,11,Alta,Baja,1,20,2,20,2,13,67260,13721.039999999999
35,No,Travel_Rarely,Sales,1,Universitaria,Marketing,Alta,Alta,3,Sales Executive,Alta,Married,7295,1,No,13,Alta,Baja,2,10,3,10,0,6,87540,18383.399999999998
53,No,Travel_Rarely,Sales,6,Universitaria,Marketing,Media,Alta,2,Sales Representative,Alta,Married,2306,2,Yes,20,Muy_Alta,Muy_Alta,1,13,3,7,4,5,27672,4455.192
45,No,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,Media,Alta,2,Laboratory Technician,Alta,Divorced,2348,8,No,18,Alta,Alta,1,20,2,17,0,15,28176,4536.336
32,No,Travel_Frequently,Sales,8,Universitaria,Marketing,Media,Alta,3,Sales Executive,Alta,Single,8998,1,No,14,Alta,Muy_Alta,0,9,2,9,3,7,107976,22674.96
29,No,Non-Travel,Research & Development,1,Universitaria,Technical Degree,Muy_Alta,Alta,2,Manufacturing Director,Alta,Married,4319,1,No,13,Alta,Baja,1,10,1,10,0,9,51828,10572.911999999998
51,No,Travel_Rarely,Research & Development,7,Universitaria,Medical,Media,Alta,2,Manufacturing Director,Alta,Married,6132,2,No,17,Alta,Alta,0,10,2,1,0,0,73584,15011.135999999999
58,No,Travel_Rarely,Research & Development,9,Secundaria,Medical,Media,Media,1,Research Scientist,Media,Married,3346,4,Yes,20,Muy_Alta,Media,1,9,3,1,0,0,40152,7909.944
40,No,Travel_Rarely,Sales,4,Secundaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,10855,7,No,11,Alta,Baja,1,15,2,12,2,11,130260,27354.6
34,No,Travel_Frequently,Sales,2,Universitaria,Marketing,Alta,Alta,1,Sales Representative,Alta,Married,2231,6,No,18,Alta,Muy_Alta,1,6,3,4,1,2,26772,4310.292
22,No,Travel_Rarely,Research & Development,19,Universitaria,Medical,Alta,Alta,1,Research Scientist,Alta,Married,2323,1,No,24,Muy_Alta,Baja,2,2,6,2,2,2,27876,4488.036
27,No,Non-Travel,Research & Development,9,Universitaria,Medical,Muy_Alta,Alta,1,Research Scientist,Alta,Divorced,2024,6,No,18,Alta,Muy_Alta,1,6,1,2,2,2,24288,3910.368
28,No,Travel_Rarely,Research & Development,21,Universitaria,Medical,Alta,Alta,1,Research Scientist,Alta,Married,2713,1,No,11,Alta,Alta,1,5,2,5,0,2,32556,6413.532
57,No,Travel_Rarely,Research & Development,24,Master,Life Sciences,Alta,Muy_Alta,3,Healthcare Representative,Muy_Alta,Divorced,9439,3,Yes,16,Alta,Media,1,12,2,5,1,4,113268,23786.28
27,No,Non-Travel,Research & Development,3,Secundaria,Medical,Alta,Media,1,Research Scientist,Media,Divorced,2566,1,Yes,15,Alta,Muy_Alta,1,1,2,1,0,1,30792,6066.024
50,No,Travel_Rarely,Research & Development,11,Universitaria,Life Sciences,Alta,Alta,5,Manager,Alta,Single,19926,3,No,15,Alta,Media,0,21,5,5,4,4,239112,50213.52
41,No,Travel_Rarely,Research & Development,14,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Divorced,2451,4,No,12,Alta,Baja,1,13,2,9,1,8,29412,4735.332
30,No,Travel_Rarely,Sales,5,Universitaria,Life Sciences,Media,Alta,3,Sales Executive,Alta,Married,9419,2,No,12,Alta,Alta,1,12,2,10,7,4,113028,23735.879999999997
38,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,Baja,Media,2,Sales Executive,Media,Single,8686,4,No,22,Muy_Alta,Alta,0,12,2,8,0,7,104232,21888.719999999998
32,No,Travel_Rarely,Research & Development,6,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Single,3038,3,No,20,Muy_Alta,Baja,0,8,2,5,1,4,36456,7181.832
27,No,Travel_Rarely,Research & Development,17,Universitaria,Technical Degree,Alta,Alta,1,Research Scientist,Alta,Married,3058,0,Yes,16,Alta,Muy_Alta,1,6,3,5,1,1,36696,7229.112
19,Yes,Travel_Frequently,Sales,1,Primaria,Technical Degree,Alta,Baja,1,Sales Representative,Baja,Single,2325,0,No,21,Muy_Alta,Baja,0,1,5,0,0,0,27900,4491.900000000001
36,No,Travel_Frequently,Research & Development,3,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,2088,4,No,12,Alta,Alta,0,13,3,8,7,2,25056,4034.016
30,No,Non-Travel,Research & Development,9,Universitaria,Medical,Alta,Alta,2,Laboratory Technician,Alta,Divorced,3072,1,No,11,Alta,Alta,2,12,4,12,6,10,36864,7262.2080000000005
45,No,Travel_Rarely,Sales,4,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Divorced,5006,4,Yes,11,Alta,Baja,1,9,3,5,0,3,60072,12254.688
56,No,Travel_Rarely,Research & Development,8,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Divorced,4257,4,Yes,18,Alta,Alta,1,19,3,2,2,2,51084,10421.135999999999
33,No,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Single,2500,0,No,14,Alta,Baja,0,4,2,3,0,2,30000,5910.0
19,Yes,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,Media,Media,1,Laboratory Technician,Media,Single,1102,1,No,22,Muy_Alta,Alta,0,1,3,1,1,0,13224,2129.064
46,No,Travel_Rarely,Sales,1,Universitaria,Marketing,Media,Alta,3,Sales Executive,Alta,Divorced,10453,1,No,25,Muy_Alta,Alta,3,24,2,24,15,7,125436,26341.559999999998
38,No,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,Alta,Alta,1,Laboratory Technician,Alta,Single,2288,1,No,12,Alta,Alta,0,2,3,2,2,1,27456,4420.416
31,No,Travel_Rarely,Research & Development,12,Universitaria,Medical,Alta,Alta,1,Research Scientist,Alta,Married,3929,8,Yes,23,Muy_Alta,Alta,1,7,0,4,0,2,47148,9288.156
34,No,Travel_Rarely,Research & Development,27,Universitaria,Medical,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2311,2,No,15,Alta,Muy_Alta,0,9,3,3,1,2,27732,4464.852
41,Yes,Travel_Rarely,Sales,20,Universitaria,Marketing,Media,Alta,1,Sales Representative,Alta,Single,3140,1,Yes,22,Muy_Alta,Muy_Alta,0,4,5,4,0,2,37680,7422.96
50,No,Travel_Rarely,Research & Development,1,Secundaria,Medical,Alta,Media,1,Laboratory Technician,Media,Married,3690,2,No,15,Alta,Muy_Alta,1,5,2,3,0,2,44280,8723.16
53,No,Travel_Rarely,Research & Development,13,Master,Medical,Muy_Alta,Muy_Alta,2,Manufacturing Director,Muy_Alta,Divorced,4450,1,No,11,Alta,Alta,2,5,3,4,1,3,53400,10893.599999999999
33,No,Travel_Rarely,Research & Development,14,Universitaria,Medical,Muy_Alta,Alta,1,Research Scientist,Alta,Married,2756,1,No,13,Alta,Muy_Alta,1,8,5,8,1,6,33072,6515.184
40,No,Travel_Rarely,Research & Development,4,Universitaria,Medical,Muy_Alta,Alta,5,Manager,Alta,Married,19033,1,No,14,Alta,Media,1,21,2,20,9,9,228396,47963.159999999996
55,No,Travel_Rarely,Research & Development,14,Master,Medical,Alta,Muy_Alta,5,Research Director,Muy_Alta,Single,18722,8,No,11,Alta,Muy_Alta,0,36,3,24,2,15,224664,47179.439999999995
34,No,Travel_Frequently,Research & Development,2,Secundaria,Life Sciences,Muy_Alta,Media,2,Manufacturing Director,Media,Married,9547,1,No,17,Alta,Alta,0,10,2,10,1,9,114564,24058.44
51,No,Travel_Rarely,Research & Development,3,Universitaria,Medical,Muy_Alta,Alta,4,Healthcare Representative,Alta,Single,13734,3,No,18,Alta,Alta,0,21,6,7,1,0,164808,34609.68
52,No,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,Alta,Media,5,Manager,Media,Married,19999,0,No,14,Alta,Baja,1,34,5,33,11,9,239988,50397.479999999996
27,No,Travel_Rarely,Research & Development,9,Universitaria,Medical,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2279,1,No,16,Alta,Muy_Alta,0,7,2,7,0,3,27348,4403.028
35,Yes,Travel_Rarely,Research & Development,23,Secundaria,Life Sciences,Media,Media,2,Manufacturing Director,Media,Married,5916,3,Yes,13,Alta,Baja,0,8,1,1,0,1,70992,14482.367999999999
43,No,Non-Travel,Research & Development,7,Master,Medical,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Divorced,2089,4,No,14,Alta,Muy_Alta,3,7,3,5,2,2,25068,4035.9480000000003
45,No,Non-Travel,Research & Development,2,Secundaria,Medical,Baja,Media,4,Manager,Media,Married,16792,9,No,23,Muy_Alta,Muy_Alta,1,22,1,20,11,8,201504,42315.84
37,No,Travel_Rarely,Research & Development,21,Master,Life Sciences,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3564,1,Yes,12,Alta,Baja,1,8,3,8,1,7,42768,8425.296
35,No,Travel_Frequently,Research & Development,2,Universitaria,Medical,Media,Alta,2,Laboratory Technician,Alta,Single,4425,5,No,11,Alta,Muy_Alta,0,10,5,6,1,2,53100,10832.4
42,No,Non-Travel,Research & Development,21,Universitaria,Medical,Alta,Alta,2,Manufacturing Director,Alta,Divorced,5265,2,No,16,Alta,Media,1,11,5,5,0,2,63180,12888.72
38,No,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,2,Manufacturing Director,Alta,Married,6553,9,No,14,Alta,Media,0,14,3,1,0,0,78636,16513.559999999998
38,No,Travel_Rarely,Research & Development,29,Universitaria,Technical Degree,Muy_Alta,Alta,2,Manufacturing Director,Alta,Married,6261,3,No,18,Alta,Baja,1,9,3,7,1,7,75132,15777.72
27,No,Travel_Frequently,Research & Development,1,Secundaria,Technical Degree,Alta,Media,2,Manufacturing Director,Media,Married,4298,5,No,19,Alta,Alta,1,6,1,2,2,0,51576,10521.503999999999
49,No,Non-Travel,Research & Development,18,Universitaria,Life Sciences,Muy_Alta,Alta,2,Manufacturing Director,Alta,Divorced,6804,1,Yes,15,Alta,Baja,2,7,0,7,1,7,81648,17146.079999999998
34,No,Travel_Frequently,Research & Development,10,Universitaria,Medical,Muy_Alta,Alta,1,Research Scientist,Alta,Divorced,3815,1,Yes,17,Alta,Muy_Alta,1,5,4,5,2,0,45780,9018.66
40,No,Travel_Rarely,Research & Development,19,Universitaria,Medical,Alta,Alta,2,Laboratory Technician,Alta,Married,2741,8,Yes,15,Alta,Alta,1,15,2,7,3,7,32892,6479.724
38,Yes,Travel_Rarely,Research & Development,29,Universitaria,Medical,Media,Alta,2,Healthcare Representative,Alta,Married,6673,7,Yes,19,Alta,Media,0,17,2,1,0,0,80076,16815.96
29,Yes,Travel_Rarely,Sales,27,Universitaria,Marketing,Media,Alta,3,Sales Executive,Alta,Married,7639,1,No,22,Muy_Alta,Muy_Alta,3,10,3,10,1,9,91668,19250.28
22,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Divorced,2328,1,Yes,16,Alta,Baja,1,4,2,4,2,2,27936,4497.696
36,No,Travel_Frequently,Research & Development,18,Universitaria,Medical,Media,Alta,1,Laboratory Technician,Alta,Single,2153,1,No,13,Alta,Baja,0,8,2,8,1,7,25836,4159.5960000000005
40,No,Non-Travel,Research & Development,9,Secundaria,Life Sciences,Muy_Alta,Media,2,Healthcare Representative,Media,Married,4876,9,No,14,Alta,Muy_Alta,1,5,5,3,0,2,58512,11936.447999999999
46,No,Travel_Rarely,Research & Development,1,Universitaria,Medical,Muy_Alta,Alta,3,Healthcare Representative,Alta,Divorced,9396,7,No,16,Alta,Alta,1,17,3,4,0,3,112752,23677.92
32,Yes,Travel_Rarely,Sales,4,Primaria,Medical,Muy_Alta,Baja,3,Sales Executive,Baja,Married,10400,1,No,11,Alta,Alta,0,14,2,14,9,8,124800,26208.0
30,No,Non-Travel,Research & Development,1,Secundaria,Life Sciences,Alta,Media,3,Manufacturing Director,Media,Single,8474,1,No,22,Muy_Alta,Alta,0,12,2,11,5,8,101688,21354.48
27,No,Travel_Frequently,Sales,20,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Single,9981,1,No,14,Alta,Muy_Alta,0,7,2,7,0,7,119772,25152.12
51,No,Travel_Rarely,Research & Development,8,Secundaria,Life Sciences,Media,Media,3,Research Director,Media,Married,12490,5,No,16,Alta,Muy_Alta,2,16,5,10,4,7,149880,31474.8
30,Yes,Travel_Rarely,Research & Development,3,Universitaria,Technical Degree,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2657,5,Yes,11,Alta,Alta,0,8,5,5,0,4,31884,6281.148
41,No,Travel_Rarely,Sales,6,Universitaria,Life Sciences,Muy_Alta,Alta,3,Manager,Alta,Single,13591,3,Yes,18,Alta,Alta,0,16,3,1,0,0,163092,34249.32
30,Yes,Travel_Frequently,Sales,26,Secundaria,Marketing,Alta,Media,2,Sales Executive,Media,Single,6696,5,No,15,Alta,Alta,0,9,5,6,0,1,80352,16873.92
29,Yes,Travel_Rarely,Research & Development,1,Universitaria,Technical Degree,Alta,Alta,1,Research Scientist,Alta,Single,2058,0,No,14,Alta,Muy_Alta,0,7,1,6,1,5,24696,3976.056
45,No,Non-Travel,Sales,6,Secundaria,Medical,Muy_Alta,Media,3,Sales Executive,Media,Single,8865,6,No,12,Alta,Muy_Alta,0,23,2,19,12,8,106380,22339.8
54,No,Travel_Rarely,Sales,3,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Married,5940,2,No,14,Alta,Muy_Alta,1,16,4,6,0,5,71280,14541.119999999999
36,No,Travel_Rarely,Research & Development,5,Universitaria,Life Sciences,Muy_Alta,Alta,2,Laboratory Technician,Alta,Single,5914,8,No,16,Alta,Muy_Alta,0,16,3,13,3,7,70968,14477.472
33,No,Travel_Rarely,Research & Development,4,Secundaria,Medical,Alta,Media,1,Research Scientist,Media,Married,2622,6,No,21,Muy_Alta,Muy_Alta,0,7,3,3,1,1,31464,6198.408
37,No,Travel_Frequently,Research & Development,11,Universitaria,Other,Media,Alta,3,Research Director,Alta,Divorced,12185,1,Yes,14,Alta,Alta,3,10,1,10,0,7,146220,30706.199999999997
38,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,Baja,Alta,3,Sales Executive,Alta,Divorced,10609,0,No,12,Alta,Alta,2,17,6,16,5,13,127308,26734.68
31,No,Non-Travel,Research & Development,1,Primaria,Medical,Alta,Baja,2,Manufacturing Director,Baja,Married,4345,0,No,12,Alta,Muy_Alta,1,6,2,5,1,4,52140,10636.56
59,No,Travel_Rarely,Research & Development,3,Secundaria,Life Sciences,Alta,Media,1,Research Scientist,Media,Married,2177,3,No,17,Alta,Baja,1,7,6,1,0,0,26124,4205.964
37,No,Travel_Frequently,Sales,4,Universitaria,Marketing,Baja,Alta,1,Sales Representative,Alta,Divorced,2793,4,No,17,Alta,Alta,1,13,2,9,5,8,33516,6602.652
29,No,Travel_Frequently,Sales,1,Universitaria,Medical,Media,Alta,3,Sales Executive,Alta,Married,7918,1,No,14,Alta,Muy_Alta,1,11,5,11,4,1,95016,19953.36
35,No,Travel_Frequently,Sales,1,Universitaria,Marketing,Alta,Alta,3,Sales Executive,Alta,Single,8789,1,No,14,Alta,Baja,0,10,3,10,0,8,105468,22148.28
29,Yes,Travel_Rarely,Research & Development,18,Secundaria,Medical,Alta,Media,1,Research Scientist,Media,Single,2389,1,Yes,13,Alta,Alta,0,4,3,4,0,1,28668,4615.548
52,No,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,Alta,Media,1,Laboratory Technician,Media,Single,3212,7,No,15,Alta,Media,0,6,3,2,2,2,38544,7593.168000000001
42,No,Travel_Rarely,Research & Development,4,Universitaria,Technical Degree,Alta,Alta,5,Manager,Alta,Married,19232,1,No,11,Alta,Muy_Alta,0,22,3,22,11,15,230784,48464.64
59,No,Travel_Rarely,Human Resources,6,Universitaria,Medical,Media,Alta,1,Human Resources,Alta,Married,2267,8,No,17,Alta,Muy_Alta,0,7,2,2,2,2,27204,4379.844
50,No,Travel_Rarely,Sales,1,Universitaria,Medical,Muy_Alta,Alta,5,Manager,Alta,Divorced,19517,3,No,11,Alta,Alta,1,32,3,7,0,6,234204,49182.84
33,Yes,Travel_Rarely,Research & Development,14,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Married,2436,5,Yes,13,Alta,Alta,1,8,2,5,0,4,29232,4706.352
43,No,Travel_Rarely,Sales,16,Universitaria,Marketing,Muy_Alta,Alta,4,Manager,Alta,Married,16064,5,Yes,22,Muy_Alta,Alta,1,22,3,17,1,9,192768,40481.28
33,Yes,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Baja,Alta,1,Laboratory Technician,Alta,Married,2707,7,No,20,Muy_Alta,Baja,0,13,3,9,1,7,32484,6399.348
52,No,Non-Travel,Sales,2,Secundaria,Life Sciences,Baja,Media,5,Manager,Media,Single,19068,1,Yes,18,Alta,Muy_Alta,0,33,2,33,15,12,228816,48051.36
32,No,Travel_Rarely,Sales,4,Universitaria,Life Sciences,Alta,Alta,1,Sales Representative,Alta,Married,3931,2,No,11,Alta,Baja,1,6,5,4,1,2,47172,9292.884
32,Yes,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,Muy_Alta,Media,1,Laboratory Technician,Media,Single,3730,0,Yes,14,Alta,Muy_Alta,0,4,2,3,1,2,44760,8817.720000000001
39,No,Travel_Rarely,Research & Development,1,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Divorced,2232,7,No,14,Alta,Alta,3,7,1,3,1,2,26784,4312.224
32,No,Non-Travel,Sales,26,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Married,4465,0,No,18,Alta,Baja,0,4,2,3,2,2,53580,10930.32
41,No,Travel_Rarely,Research & Development,19,Universitaria,Life Sciences,Alta,Alta,2,Research Scientist,Alta,Divorced,3072,2,No,16,Alta,Baja,2,17,2,1,0,0,36864,7262.2080000000005
40,No,Travel_Rarely,Research & Development,24,Universitaria,Technical Degree,Baja,Alta,2,Research Scientist,Alta,Divorced,3319,1,No,17,Alta,Baja,2,9,3,9,4,7,39828,7846.116
45,No,Travel_Rarely,Research & Development,1,Master,Other,Alta,Muy_Alta,5,Manager,Muy_Alta,Married,19202,0,No,11,Alta,Alta,1,25,2,24,1,7,230424,48389.04
31,No,Travel_Frequently,Research & Development,3,Universitaria,Medical,Media,Alta,3,Research Director,Alta,Divorced,13675,9,No,12,Alta,Baja,1,9,3,2,2,2,164100,34461.0
33,No,Travel_Rarely,Research & Development,5,Secundaria,Life Sciences,Alta,Media,1,Research Scientist,Media,Married,2911,1,No,13,Alta,Alta,1,2,2,2,0,2,34932,6881.604
34,No,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,Muy_Alta,Media,2,Manufacturing Director,Media,Married,5957,6,No,13,Alta,Media,1,13,3,11,5,9,71484,14582.735999999999
37,No,Travel_Rarely,Research & Development,1,Secundaria,Medical,Alta,Media,1,Research Scientist,Media,Married,3920,2,No,14,Alta,Baja,1,17,2,3,0,2,47040,9266.880000000001
45,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,Baja,Muy_Alta,2,Manufacturing Director,Muy_Alta,Married,6434,4,No,17,Alta,Muy_Alta,1,9,1,3,0,2,77208,16213.68
37,Yes,Travel_Frequently,Research & Development,10,Universitaria,Medical,Baja,Alta,3,Manufacturing Director,Alta,Divorced,10048,6,No,11,Alta,Media,2,17,5,1,0,0,120576,25320.96
39,No,Travel_Frequently,Research & Development,2,Universitaria,Technical Degree,Alta,Alta,3,Healthcare Representative,Alta,Single,10938,0,No,25,Muy_Alta,Muy_Alta,0,20,1,19,11,8,131256,27563.76
29,No,Travel_Rarely,Research & Development,15,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Single,2340,1,No,19,Alta,Baja,0,6,1,6,1,5,28080,4520.88
42,No,Travel_Rarely,Research & Development,17,Master,Life Sciences,Muy_Alta,Muy_Alta,2,Research Scientist,Muy_Alta,Single,6545,3,Yes,13,Alta,Alta,0,10,1,3,0,2,78540,16493.399999999998
29,No,Travel_Rarely,Sales,20,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,6931,2,No,14,Alta,Muy_Alta,1,10,2,3,0,2,83172,17466.12
25,No,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,Baja,Alta,2,Manufacturing Director,Alta,Married,4898,0,No,12,Alta,Muy_Alta,2,5,3,4,1,2,58776,11990.304
42,No,Travel_Rarely,Research & Development,2,Secundaria,Medical,Muy_Alta,Media,1,Laboratory Technician,Media,Divorced,2593,0,Yes,11,Alta,Alta,1,10,4,9,7,8,31116,6129.852
40,No,Travel_Rarely,Research & Development,2,Universitaria,Medical,Baja,Alta,5,Research Director,Alta,Divorced,19436,0,No,19,Alta,Muy_Alta,1,22,5,21,3,9,233232,48978.72
51,No,Travel_Rarely,Research & Development,1,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Married,2723,1,No,11,Alta,Media,0,1,0,1,0,0,32676,6437.1720000000005
31,Yes,Travel_Frequently,Research & Development,29,Secundaria,Medical,Alta,Media,1,Laboratory Technician,Media,Single,3479,0,No,11,Alta,Media,0,6,2,5,1,4,41748,8224.356
32,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,Media,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,2794,1,No,20,Muy_Alta,Alta,0,5,3,5,0,3,33528,6605.0160000000005
38,No,Non-Travel,Sales,2,Secundaria,Life Sciences,Muy_Alta,Media,2,Sales Executive,Media,Married,5249,3,No,18,Alta,Muy_Alta,1,13,0,8,7,5,62988,12849.552
32,No,Travel_Rarely,Research & Development,2,Secundaria,Technical Degree,Muy_Alta,Media,2,Laboratory Technician,Media,Single,2176,4,No,13,Alta,Muy_Alta,0,9,5,6,0,4,26112,4204.032
46,No,Travel_Rarely,Sales,2,Primaria,Technical Degree,Alta,Baja,4,Manager,Baja,Married,16872,3,Yes,12,Alta,Media,1,28,2,7,7,7,202464,42517.439999999995
28,Yes,Travel_Rarely,Research & Development,2,Universitaria,Life Sciences,Baja,Alta,1,Laboratory Technician,Alta,Single,3485,2,No,11,Alta,Alta,0,5,5,0,0,0,41820,8238.54
